,Gene,Name,Parent Gene,Final_name
4094,gene3054,sll0723,sll0723,sll0723
4095,gene3055,sll0722,sll0722,sll0722
4096,gene3056,sll0721,sll0721,sll0721
4097,gene3057,sll0720,sll0720,sll0720
4098,gene3058,sll1552,sll1552,sll1552
4100,gene3059,,slr1651,slr1651
4101,gene3060,slr1652,slr1652,slr1652
4103,gene3061,,slr1653,slr1653
4104,gene3062,sll1550,sll1550,sll1550
4105,gene3063,sll1549,sll1549,sll1549
4107,gene3064,,slr1655,slr1655
4109,gene3065,,smr0004,smr0004
4111,gene3066,,slr1656,slr1656
4112,gene3067,slr1657,slr1657,slr1657
4113,gene3068,slr1658,slr1658,slr1658
4114,gene3069,slr1659,slr1659,slr1659
4115,gene3070,slr1660,slr1660,slr1660
4116,gene3071,sll1547,sll1547,sll1547
4118,gene3072,,sll1546,sll1546
4119,gene3073,slr1661,slr1661,slr1661
4121,gene3074,,sll1545,sll1545
4122,gene3075,slr1664,slr1664,slr1664
4124,gene3076,,slr1665,slr1665
4126,gene3077,,slr1666,slr1666
4127,gene3078,ssr2781,ssr2781,ssr2781
4128,gene3079,sll1544,sll1544,sll1544
4129,gene3080,sll1543,sll1543,sll1543
4130,gene3081,slr1667,slr1667,slr1667
4131,gene3082,slr1668,slr1668,slr1668
4132,gene3083,ssr2786,ssr2786,ssr2786
4133,gene3084,sll1542,sll1542,sll1542
4134,gene3085,sll0451,sll0451,sll0451
4136,gene3086,,sll0450,sll0450
4137,gene3087,slr0449,slr0449,slr0449
4138,gene3088,sll0449,sll0449,sll0449
4139,gene3089,sll0448,sll0448,sll0448
4140,gene3090,sll0447,sll0447,sll0447
4141,gene3091,sll0446,sll0446,sll0446
4142,gene3092,sll0445,sll0445,sll0445
4143,gene3093,sll0444,sll0444,sll0444
4144,gene3094,sll0443,sll0443,sll0443
4146,gene3095,,slr0451,slr0451
4147,gene3096,sll0442,sll0442,sll0442
4148,gene3097,sll0441,sll0441,sll0441
4150,gene3098,,slr0452,slr0452
4151,gene3099,slr0453,slr0453,slr0453
4152,gene3100,ssl0832,ssl0832,ssl0832
4153,gene3101,sll0436,sll0436,sll0436
4154,gene3102,slr0454,slr0454,slr0454
4155,gene3103,slr0455,slr0455,slr0455
4156,gene3104,slr0456,slr0456,slr0456
4158,gene3105,,slr0457,slr0457
4159,gene3106,slr0458,slr0458,slr0458
4160,gene3107,slr0459,slr0459,slr0459
4161,gene3108,slr0460,slr0460,slr0460
4162,gene3109,sll0431,sll0431,sll0431
4163,gene3110,ssr0817,ssr0817,ssr0817
4164,gene3111,slr0462,slr0462,slr0462
4166,gene3112,,sll0430,sll0430
4168,gene3113,,slr1176,slr1176
4169,gene3114,slr1177,slr1177,slr1177
4170,gene3115,slr1178,slr1178,slr1178
4171,gene3116,slr1179,slr1179,slr1179
4173,gene3117,,sll1110,sll1110
4174,gene3118,sll1109,sll1109,sll1109
4175,gene3119,sll1108,sll1108,sll1108
4177,gene3120,,slr1181,slr1181
4178,gene3121,slr1182,slr1182,slr1182
4179,gene3122,slr1183,slr1183,slr1183
4180,gene3123,slr1184,slr1184,slr1184
4182,gene3124,,slr1185,slr1185
4183,gene3125,slr1186,slr1186,slr1186
4184,gene3126,slr1187,slr1187,slr1187
4186,gene3127,,slr1188,slr1188
4187,gene3128,slr1189,slr1189,slr1189
4188,gene3129,sll1107,sll1107,sll1107
4189,gene3130,sll1106,sll1106,sll1106
4190,gene3131,slr1192,slr1192,slr1192
4192,gene3132,,slr0585,slr0585
4193,gene3133,slr0586,slr0586,slr0586
4194,gene3134,slr0587,slr0587,slr0587
4196,gene3135,,sll0578,sll0578
4197,gene3136,sll0577,sll0577,sll0577
4198,gene3137,slr0588,slr0588,slr0588
4199,gene3138,slr0589,slr0589,slr0589
4200,gene3139,slr0590,slr0590,slr0590
4201,gene3140,sll0576,sll0576,sll0576
4203,gene3141,,sll0575,sll0575
4205,gene3142,,sll0574,sll0574
4206,gene3143,slr0591,slr0591,slr0591
4208,gene3144,,sll0573,sll0573
4209,gene3145,sll0572,sll0572,sll0572
4210,gene3146,slr0592,slr0592,slr0592
4211,gene3147,slr0593,slr0593,slr0593
4213,gene3148,,sll0569,sll0569
4214,gene3149,slr0594,slr0594,slr0594
4216,gene3150,,sll0567,sll0567
4217,gene3151,slr0596,slr0596,slr0596
4219,gene3152,,slr0597,slr0597
4220,gene3153,sll0565,sll0565,sll0565
4221,gene3154,sll0564,sll0564,sll0564
4222,gene3155,slr0598,slr0598,slr0598
4223,gene3156,slr0599,slr0599,slr0599
4224,gene3157,slr0600,slr0600,slr0600
4225,gene3158,slr0601,slr0601,slr0601
4226,gene3159,slr0602,slr0602,slr0602
4227,gene3160,sll0563,sll0563,sll0563
4229,gene3161,,slr0603,slr0603
4231,gene3162,,slr0604,slr0604
4232,gene3163,slr0605,slr0605,slr0605
4233,gene3164,slr0606,slr0606,slr0606
4234,gene3165,slr0607,slr0607,slr0607
4236,gene3166,,slr0608,slr0608
4237,gene3167,slr0609,slr0609,slr0609
4238,gene3168,slr0610,slr0610,slr0610
4240,gene3169,,slr0611,slr0611
4241,gene3170,sll7001,sll7001,sll7001
4242,gene3171,sll7002,sll7002,sll7002
4243,gene3172,sll7003,sll7003,sll7003
4244,gene3173,ssl7004,ssl7004,ssl7004
4245,gene3174,slr7005,slr7005,slr7005
4246,gene3175,sll7006,sll7006,sll7006
4247,gene3176,ssl7007,ssl7007,ssl7007
4248,gene3177,slr7008,slr7008,slr7008
4249,gene3178,sll7009,sll7009,sll7009
4250,gene3179,slr7010,slr7010,slr7010
4251,gene3180,slr7011,slr7011,slr7011
4252,gene3181,slr7012,slr7012,slr7012
4253,gene3182,slr7013,slr7013,slr7013
4254,gene3183,slr7014,slr7014,slr7014
4255,gene3184,slr7015,slr7015,slr7015
4256,gene3185,slr7016,slr7016,slr7016
4257,gene3186,ssr7017,ssr7017,ssr7017
4258,gene3187,ssr7018,ssr7018,ssr7018
4259,gene3188,ssl7019,ssl7019,ssl7019
4260,gene3189,ssl7020,ssl7020,ssl7020
4261,gene3190,ssl7021,ssl7021,ssl7021
4262,gene3191,ssl7022,ssl7022,ssl7022
4263,gene3192,slr7023,slr7023,slr7023
4264,gene3193,slr7024,slr7024,slr7024
4265,gene3194,slr7025,slr7025,slr7025
4266,gene3195,slr7026,slr7026,slr7026
4267,gene3196,sll7027,sll7027,sll7027
4268,gene3197,sll7028,sll7028,sll7028
4269,gene3198,sll7029,sll7029,sll7029
4270,gene3199,sll7030,sll7030,sll7030
4271,gene3200,sll7031,sll7031,sll7031
4272,gene3201,slr7032,slr7032,slr7032
4273,gene3202,sll7033,sll7033,sll7033
4274,gene3203,sll7034,sll7034,sll7034
4275,gene3204,ssr7035,ssr7035,ssr7035
4276,gene3205,ssr7036,ssr7036,ssr7036
4277,gene3206,slr7037,slr7037,slr7037
4278,gene3207,ssl7038,ssl7038,ssl7038
4279,gene3208,ssl7039,ssl7039,ssl7039
4280,gene3209,ssr7040,ssr7040,ssr7040
4281,gene3210,slr7041,slr7041,slr7041
4282,gene3211,ssl7042,ssl7042,ssl7042
4283,gene3212,sll7043,sll7043,sll7043
4284,gene3213,sll7044,sll7044,sll7044
4285,gene3214,ssl7045,ssl7045,ssl7045
4286,gene3215,ssl7046,ssl7046,ssl7046
4287,gene3216,sll7047,sll7047,sll7047
4288,gene3217,ssl7048,ssl7048,ssl7048
4289,gene3218,slr7049,slr7049,slr7049
4290,gene3219,sll7050,sll7050,sll7050
4291,gene3220,ssl7051,ssl7051,ssl7051
4292,gene3221,slr7052,slr7052,slr7052
4293,gene3222,ssl7053,ssl7053,ssl7053
4294,gene3223,slr7054,slr7054,slr7054
4295,gene3224,sll7055,sll7055,sll7055
4296,gene3225,sll7056,sll7056,sll7056
4297,gene3226,slr7057,slr7057,slr7057
4298,gene3227,slr7058,slr7058,slr7058
4299,gene3228,slr7059,slr7059,slr7059
4300,gene3229,slr7060,slr7060,slr7060
4301,gene3230,slr7061,slr7061,slr7061
4302,gene3231,sll7062,sll7062,sll7062
4303,gene3232,sll7063,sll7063,sll7063
4304,gene3233,sll7064,sll7064,sll7064
4305,gene3234,sll7065,sll7065,sll7065
4306,gene3235,sll7066,sll7066,sll7066
4307,gene3236,sll7067,sll7067,sll7067
4308,gene3237,slr7068,slr7068,slr7068
4309,gene3238,sll7069,sll7069,sll7069
4310,gene3239,sll7070,sll7070,sll7070
4311,gene3240,slr7071,slr7071,slr7071
4312,gene3241,ssr7072,ssr7072,ssr7072
4313,gene3242,slr7073,slr7073,slr7073
4314,gene3243,ssl7074,ssl7074,ssl7074
4315,gene3244,sll7075,sll7075,sll7075
4316,gene3245,slr7076,slr7076,slr7076
4317,gene3246,sll7077,sll7077,sll7077
4318,gene3247,sll7078,sll7078,sll7078
4319,gene3248,ssr7079,ssr7079,ssr7079
4320,gene3249,slr7080,slr7080,slr7080
4321,gene3250,slr7081,slr7081,slr7081
4322,gene3251,slr7082,slr7082,slr7082
4323,gene3252,slr7083,slr7083,slr7083
4324,gene3253,ssr7084,ssr7084,ssr7084
4325,gene3254,sll7085,sll7085,sll7085
4326,gene3255,sll7086,sll7086,sll7086
4327,gene3256,sll7087,sll7087,sll7087
4328,gene3257,slr7088,slr7088,slr7088
4329,gene3258,sll7089,sll7089,sll7089
4330,gene3259,sll7090,sll7090,sll7090
4331,gene3260,slr7091,slr7091,slr7091
4332,gene3261,slr7092,slr7092,slr7092
4333,gene3262,ssr7093,ssr7093,ssr7093
4334,gene3263,slr7094,slr7094,slr7094
4335,gene3264,slr7095,slr7095,slr7095
4336,gene3265,slr7096,slr7096,slr7096
4337,gene3266,slr7097,slr7097,slr7097
4338,gene3267,slr7098,slr7098,slr7098
4339,gene3268,slr7099,slr7099,slr7099
4340,gene3269,slr7100,slr7100,slr7100
4341,gene3270,slr7101,slr7101,slr7101
4342,gene3271,slr7102,slr7102,slr7102
4343,gene3272,sll7103,sll7103,sll7103
4344,gene3273,slr7104,slr7104,slr7104
4345,gene3274,slr7105,slr7105,slr7105
4346,gene3275,sll7106,sll7106,sll7106
4347,gene3276,sll8001,sll8001,sll8001
4348,gene3277,sll8002,sll8002,sll8002
4349,gene3278,ssl8003,ssl8003,ssl8003
4350,gene3279,sll8004,sll8004,sll8004
4351,gene3280,ssl8005,ssl8005,ssl8005
4352,gene3281,sll8006,sll8006,sll8006
4353,gene3282,sll8007,sll8007,sll8007
4354,gene3283,ssl8008,ssl8008,ssl8008
4355,gene3284,sll8009,sll8009,sll8009
4356,gene3285,ssl8010,ssl8010,ssl8010
4357,gene3286,sll8011,sll8011,sll8011
4358,gene3287,sll8012,sll8012,sll8012
4359,gene3288,ssr8013,ssr8013,ssr8013
4360,gene3289,slr8014,slr8014,slr8014
4361,gene3290,slr8015,slr8015,slr8015
4362,gene3291,slr8016,slr8016,slr8016
4363,gene3292,sll8017,sll8017,sll8017
4364,gene3293,sll8018,sll8018,sll8018
4365,gene3294,sll8019,sll8019,sll8019
4366,gene3295,sll8020,sll8020,sll8020
4367,gene3296,slr8021,slr8021,slr8021
4368,gene3297,slr8022,slr8022,slr8022
4369,gene3298,slr8023,slr8023,slr8023
4370,gene3299,ssl8024,ssl8024,ssl8024
4371,gene3300,sll8025,sll8025,sll8025
4372,gene3301,slr8026,slr8026,slr8026
4373,gene3302,sll8027,sll8027,sll8027
4374,gene3303,ssl8028,ssl8028,ssl8028
4375,gene3304,slr8029,slr8029,slr8029
4376,gene3305,slr8030,slr8030,slr8030
4378,gene3306,,sll8031,sll8031
4379,gene3307,sll8032,sll8032,sll8032
4380,gene3308,sll8033,sll8033,sll8033
4381,gene3309,sll8034,sll8034,sll8034
4382,gene3310,sll8035,sll8035,sll8035
4383,gene3311,slr8036,slr8036,slr8036
4384,gene3312,slr8037,slr8037,slr8037
4385,gene3313,slr8038,slr8038,slr8038
4386,gene3314,ssl8039,ssl8039,ssl8039
4387,gene3315,sll8040,sll8040,sll8040
4388,gene3316,ssl8041,ssl8041,ssl8041
4389,gene3317,sll8042,sll8042,sll8042
4390,gene3318,sll8043,sll8043,sll8043
4391,gene3319,slr8044,slr8044,slr8044
4392,gene3320,slr8045,slr8045,slr8045
4393,gene3321,slr8046,slr8046,slr8046
4394,gene3322,ssr8047,ssr8047,ssr8047
4395,gene3323,sll8048,sll8048,sll8048
4396,gene3324,sll8049,sll8049,sll8049
4397,gene3325,ssl5001,ssl5001,ssl5001
4398,gene3326,sll5002,sll5002,sll5002
4399,gene3327,sll5003,sll5003,sll5003
4400,gene3328,sll5004,sll5004,sll5004
4401,gene3329,slr5005,slr5005,slr5005
4402,gene3330,sll5006,sll5006,sll5006
4403,gene3331,ssl5007,ssl5007,ssl5007
4404,gene3332,ssl5008,ssl5008,ssl5008
4405,gene3333,ssr5009,ssr5009,ssr5009
4406,gene3334,slr5010,slr5010,slr5010
4407,gene3335,ssr5011,ssr5011,ssr5011
4408,gene3336,slr5012,slr5012,slr5012
4409,gene3337,slr5013,slr5013,slr5013
4410,gene3338,sll5014,sll5014,sll5014
4411,gene3339,ssl5015,ssl5015,ssl5015
4412,gene3340,slr5016,slr5016,slr5016
4413,gene3341,slr5017,slr5017,slr5017
4414,gene3342,slr5018,slr5018,slr5018
4415,gene3343,ssr5019,ssr5019,ssr5019
4416,gene3344,ssr5020,ssr5020,ssr5020
4417,gene3345,slr5021,slr5021,slr5021
4418,gene3346,slr5022,slr5022,slr5022
4419,gene3347,slr5023,slr5023,slr5023
4420,gene3348,slr5024,slr5024,slr5024
4421,gene3349,ssl5025,ssl5025,ssl5025
4422,gene3350,sll5026,sll5026,sll5026
4423,gene3351,ssl5027,ssl5027,ssl5027
4424,gene3352,sll5028,sll5028,sll5028
4425,gene3353,slr5029,slr5029,slr5029
4426,gene3354,sll5030,sll5030,sll5030
4427,gene3355,ssl5031,ssl5031,ssl5031
4428,gene3356,sll5032,sll5032,sll5032
4429,gene3357,sll5033,sll5033,sll5033
4430,gene3358,sll5034,sll5034,sll5034
4431,gene3359,sll5035,sll5035,sll5035
4432,gene3360,sll5036,sll5036,sll5036
4433,gene3361,slr5037,slr5037,slr5037
4434,gene3362,slr5038,slr5038,slr5038
4435,gene3363,ssl5039,ssl5039,ssl5039
4436,gene3364,slr5040,slr5040,slr5040
4437,gene3365,sll5041,sll5041,sll5041
4438,gene3366,sll5042,sll5042,sll5042
4439,gene3367,sll5043,sll5043,sll5043
4440,gene3368,sll5044,sll5044,sll5044
4441,gene3369,ssl5045,ssl5045,ssl5045
4442,gene3370,sll5046,sll5046,sll5046
4443,gene3371,sll5047,sll5047,sll5047
4444,gene3372,sll5048,sll5048,sll5048
4445,gene3373,sll5049,sll5049,sll5049
4446,gene3374,sll5050,sll5050,sll5050
4447,gene3375,slr5051,slr5051,slr5051
4448,gene3376,sll5052,sll5052,sll5052
4449,gene3377,slr5053,slr5053,slr5053
4450,gene3378,slr5054,slr5054,slr5054
4451,gene3379,slr5055,slr5055,slr5055
4452,gene3380,slr5056,slr5056,slr5056
4453,gene3381,sll5057,sll5057,sll5057
4454,gene3382,slr5058,slr5058,slr5058
4455,gene3383,sll5059,sll5059,sll5059
4456,gene3384,sll5060,sll5060,sll5060
4457,gene3385,sll5061,sll5061,sll5061
4458,gene3386,sll5062,sll5062,sll5062
4459,gene3387,sll5063,sll5063,sll5063
4460,gene3388,ssl5064,ssl5064,ssl5064
4461,gene3389,ssl5065,ssl5065,ssl5065
